Groups, Dataset Name, Size,Shape,Type
AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,value,252,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,value,252,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,CTime,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,cycleTag,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,diffStamps,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,firstSampleTime,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,offset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,sampleInterval,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,sensitivity,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,triggerError,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,triggerStamp,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,value,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,value_units,1,"(1,)",|S1
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,delay,1,"(1,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,channelRead,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,dataAxis,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,dataValue,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,fileName,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,headerName,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,headerValue,100,"(100,)",|S16
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,channelRead,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,dataAxis,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,dataValue,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,fileName,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,headerName,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,headerValue,100,"(100,)",|S16
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,FileRead,1,(),|S166
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,channelRead,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,dataAxis,2000,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,dataValue,2000,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,fileName,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,headerName,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,headerValue,100,"(100,)",|S16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,dataAmplitude,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,dataDelay,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,dataImage,442368,"(768, 576)",int16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,fileName,1,"(1,)",|S17
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,fittedAmplitude,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,pulseWidth,1,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,nameValue,100,"(100,)",|S45
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,nameValue,100,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,fileName,1,"(1,)",|S42
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,floatValue,1,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,integerValue,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,stringValue,1,"(1,)",|S4
AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,FileRead,1,(),|S166
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,nameValue,100,"(100,)",|S18
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,nameValue,100,"(100,)",|S20
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,nameValue,100,"(100,)",|S55
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,nameValue,100,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,nameValue,100,"(100,)",|S16
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,floatValue,100,"(100,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,dataAxis,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,dataValue,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,fileName,1,"(1,)",|S44
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,headerName,11,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,headerValue,11,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,nPixels,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,dataAxis,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,dataValue,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,fileName,1,"(1,)",|S43
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,fileTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,headerName,11,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,headerValue,11,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,nPixels,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,FileTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,dataAxis,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,dataValue1,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,dataValue2,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,dataValue3,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,dataValue4,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,fileName,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,headerName,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,headerValue,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,nPixels,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,FileTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,dataAxis,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,dataValue1,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,dataValue2,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,dataValue3,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,dataValue4,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,fileName,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,headerName,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,headerValue,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,nPixels,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,FileTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,dataAcquisitionTime,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,dataAxis,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,dataValue1,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,dataValue2,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,dataValue3,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,dataValue4,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,fileCount,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,fileName,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,fileReadDelay,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,headerName,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,headerValue,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,nPixels,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,beamDestinationStr,1,"(1,)",|S5
AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,calResultCh1,2,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,calResultCh2,2,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,calStatusCh1,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,calStatusCh2,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,calibrationFactorCh1,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,calibrationFactorCh2,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,calibratorIMeasuredCh1,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,calibratorIMeasuredCh2,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,calibratorVActual,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,commonStatus,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,descriptionCh1,1,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,descriptionCh2,1,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,inputOffsetCh1,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,inputOffsetCh2,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,measResultCh1,32,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,measResultCh2,32,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,measStatusCh1,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,measStatusCh2,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,nbOfMeas,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,totalCurrentPreferred,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,totalIntensityAutoCh1,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,totalIntensityAutoCh2,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,totalIntensityCalcCh1,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,totalIntensityCalcCh2,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,totalIntensityPreferred,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,totalIntensity_unit,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,totalIntensity_unitExponent,1,"(1,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/posOK,posOK,1,"(1,)"
AwakeEventData/TT41.BPM.412343/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/posOK,posOK,1,"(1,)"
AwakeEventData/TT41.BPM.412345/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/verPos,verPos,12,"(12,)",float32
